Keyword,Intent Class,Primary Intent,Local Intent,Funnel Stage,Est Monthly Volume,Volume Basis,CPC Proxy (low/med/high),SERP Competitors Observed,PAA/Related Phrases,Cluster,Notes
moving dog from Egypt to Dubai,ROUTE,mixed,yes,consideration,10,estimated,high,iss-relocations.com; foufoufly.com,How long from Egypt to Dubai; cost; which airlines,route-egypt-inbound,
pet transport Egypt to Dubai,ROUTE,mixed,yes,consideration,6,estimated,high,iss-relocations.com; foufoufly.com,How long from Egypt to Dubai; cost; which airlines,route-egypt-inbound,
pet relocation Egypt to UAE,ROUTE,mixed,yes,consideration,6,estimated,high,iss-relocations.com; foufoufly.com,How long from Egypt to Dubai; cost; which airlines,route-egypt-inbound,
pet relocation Dubai to Egypt,ROUTE,mixed,yes,consideration,20,estimated,high,iss-relocations.com; foufoufly.com,Cost Dubai to Egypt; quarantine; documents,route-egypt-outbound,
moving dog from Dubai to Egypt,ROUTE,mixed,yes,consideration,10,estimated,high,iss-relocations.com; foufoufly.com,Cost Dubai to Egypt; quarantine; documents,route-egypt-outbound,
pet export Dubai to Egypt,ROUTE,mixed,yes,consideration,6,estimated,high,iss-relocations.com; foufoufly.com,Cost Dubai to Egypt; quarantine; documents,route-egypt-outbound,
pet relocation Kenya to Dubai,ROUTE,mixed,yes,consideration,10,estimated,high,petairuk.com; foufoufly.com,How long from Kenya to Dubai; cost; which airlines,route-kenya-inbound,
moving dog from Kenya to Dubai,ROUTE,mixed,yes,consideration,5,estimated,high,petairuk.com; foufoufly.com,How long from Kenya to Dubai; cost; which airlines,route-kenya-inbound,
pet transport Kenya to Dubai,ROUTE,mixed,yes,consideration,5,estimated,high,petairuk.com; foufoufly.com,How long from Kenya to Dubai; cost; which airlines,route-kenya-inbound,
pet relocation Kenya to UAE,ROUTE,mixed,yes,consideration,5,estimated,high,petairuk.com; foufoufly.com,How long from Kenya to Dubai; cost; which airlines,route-kenya-inbound,
pet relocation Dubai to Kenya,ROUTE,mixed,yes,consideration,10,estimated,high,petairuk.com; foufoufly.com,Cost Dubai to Kenya; quarantine; documents,route-kenya-outbound,
moving dog from Dubai to Kenya,ROUTE,mixed,yes,consideration,5,estimated,high,petairuk.com; foufoufly.com,Cost Dubai to Kenya; quarantine; documents,route-kenya-outbound,
pet export Dubai to Kenya,ROUTE,mixed,yes,consideration,5,estimated,high,petairuk.com; foufoufly.com,Cost Dubai to Kenya; quarantine; documents,route-kenya-outbound,
pet relocation Russia to Dubai,ROUTE,mixed,yes,consideration,20,estimated,high,ferndalekennels.com; foufoufly.com,How long from Russia to Dubai; cost; which airlines,route-russia-inbound,
moving dog from Russia to Dubai,ROUTE,mixed,yes,consideration,10,estimated,high,ferndalekennels.com; foufoufly.com,How long from Russia to Dubai; cost; which airlines,route-russia-inbound,
pet transport Russia to Dubai,ROUTE,mixed,yes,consideration,6,estimated,high,ferndalekennels.com; foufoufly.com,How long from Russia to Dubai; cost; which airlines,route-russia-inbound,
pet relocation Russia to UAE,ROUTE,mixed,yes,consideration,6,estimated,high,ferndalekennels.com; foufoufly.com,How long from Russia to Dubai; cost; which airlines,route-russia-inbound,
pet relocation Dubai to Russia,ROUTE,mixed,yes,consideration,20,estimated,high,ferndalekennels.com; foufoufly.com,Cost Dubai to Russia; quarantine; documents,route-russia-outbound,
moving dog from Dubai to Russia,ROUTE,mixed,yes,consideration,10,estimated,high,ferndalekennels.com; foufoufly.com,Cost Dubai to Russia; quarantine; documents,route-russia-outbound,
pet export Dubai to Russia,ROUTE,mixed,yes,consideration,6,estimated,high,ferndalekennels.com; foufoufly.com,Cost Dubai to Russia; quarantine; documents,route-russia-outbound,
